TRANSACTION_COMPLETE_DATE	TRANSACTION_TYPE	ORDER_ID	ITEM_NAME	SALE_DEPART_COUNTRY	SALE_ARRIVAL_COUNTRY	TAX_REPORTING_SCHEME	TAXABLE_JURISDICTION	BUYER_COUNTRY	TOTAL_ACTIVITY_VALUE_AMT_VAT_EXCL	TOTAL_ACTIVITY_VALUE_VAT_AMT	TOTAL_ACTIVITY_VALUE_AMT_VAT_INCL	PRICE_ITEMS_VAT_EXCL_AMT	PRICE_ITEMS_VAT_AMT	PRICE_ITEMS_VAT_INCL_AMT	SHIPPING_VALUE_VAT_EXCL_AMT	SHIPPING_VALUE_VAT_AMT	SHIPPING_VALUE_VAT_INCL_AMT	GIFT_WRAP_VALUE_VAT_EXCL_AMT	GIFT_WRAP_VALUE_VAT_AMT	TOTAL_PRICE_OF_ITEMS_AMT_VAT_INCL	TRANSACTION_CURRENCY_CODE	EXCHANGE_RATE	VAT_RATE_PERCENT	TAX_COLLECTION_MODEL	TAX_COLLECTION_RESPONSIBILITY	COST_PRICE_OF_ITEMS	BUYER_VAT_NUMBER	SHIP_FROM_COUNTRY	SHIP_TO_COUNTRY	FULFILLMENT_CHANNEL
2026-02-09 23:01:00	Refund	471-3195401-6963261	"2x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	FR	FR	REGULAR	FR	FR	-287.48	-57.49	-344.97	-283.32	-56.66	-339.98	-4.16	-0.83	-4.99	0.0	0.0	-339.98	EUR	1.0	20.0	Seller	Seller	90.0		FR	FR	AFN
2026-02-09 23:09:00	Refund	416-2024716-1579214	14x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	FR	DE	B2B_INTRA_COMMUNITY	DE	DE	-1540.97	-0.0	-1540.97	-1526.0	-0.0	-1526.0	-14.97	-0.0	-14.97	0.0	0.0	-1526.0	EUR	1.0	0.0	Seller	Seller	490.0	DE292185102	FR	DE	AFN
2026-02-09 23:23:00	Sale	481-2654654-1963151	4x B0932Q6M4B - Apple AirTag (4 Pack)	FR	GB	REGULAR	GB	GB	337.17	67.43	404.6	337.17	67.43	404.6	0.0	0.0	0.0	0.0	0.0	404.6	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	192.0		FR	GB	AFN
2026-02-09 23:28:00	Sale	412-2245861-4900355	22x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	IT	UNION-OSS	IT	IT	1094.06	240.69	1334.75	1081.79	237.99	1319.78	12.27	2.7	14.97	0.0	0.0	1319.78	EUR	1.0	22.0	Seller	Seller	330.0	ITINV86620X	FR	IT	AFN
2026-02-09 23:49:00	Sale	477-2903246-7768048	3x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	PL	PL	REGULAR	PL	PL	649.62	149.41	799.03	632.09	145.38	777.47	17.53	4.03	21.56	0.0	0.0	777.47	PLN	0.23148	23.0	Seller	Seller	45.0		PL	PL	AFN
2026-02-10 00:04:00	Sale	491-5329195-7255116	2x B08LG2X98F - Anker PowerBank 20000mAh	FR	US	NON-EU-EXPORT	US	US	87.18	0.0	87.18	87.18	0.0	87.18	0.0	0.0	0.0	0.0	0.0	87.18	USD	0.91743	0.0	Seller	Seller	25.0		FR	US	AFN
2026-02-10 00:09:00	Sale	491-4674931-2523207	16x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	FR	PL	B2B_INTRA_COMMUNITY	PL	PL	10363.55	0.0	10363.55	10298.88	0.0	10298.88	64.67	0.0	64.67	0.0	0.0	10298.88	PLN	0.23148	0.0	Seller	Seller	960.0	PL5742600078	FR	PL	AFN
2026-02-10 00:12:00	Refund	478-4682495-1751732	2x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	DE	GB	REGULAR	GB	GB	-31.85	-6.37	-38.22	-28.32	-5.66	-33.98	-3.53	-0.71	-4.24	0.0	0.0	-33.98	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	10.0		DE	GB	AFN
2026-02-10 00:59:00	FC_Transfer		1x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	FR	DE	INTRA_COMMUNITY	DE		19.99	0.0	19.99	19.99	0.0	19.99	0.0	0.0	0.0	0.0	0.0	19.99	EUR	1.0	0.0	Seller	Seller	5.0		FR	DE	AFN
2026-02-10 01:07:00	Sale	449-6779085-1156311	"9x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	FR	PL	B2B_INTRA_COMMUNITY	PL	PL	6609.21	0.0	6609.21	6609.21	0.0	6609.21	0.0	0.0	0.0	0.0	0.0	6609.21	PLN	0.23148	0.0	Seller	Seller	405.0	PL5485926766	FR	PL	AFN
2026-02-10 01:12:00	Sale	403-3205807-5181957	15x B08LG2X98F - Anker PowerBank 20000mAh	FR	IT	UNION-OSS	IT	IT	503.95	110.87	614.82	491.68	108.17	599.85	12.27	2.7	14.97	0.0	0.0	599.85	EUR	1.0	22.0	Seller	Seller	187.5	ITINV16222X	FR	IT	AFN
2026-02-10 01:13:00	Sale	414-9027977-5949592	11x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	FR	DE	B2B_INTRA_COMMUNITY	DE	DE	219.89	0.0	219.89	219.89	0.0	219.89	0.0	0.0	0.0	0.0	0.0	219.89	EUR	1.0	0.0	Seller	Seller	55.0	DE129583495	FR	DE	AFN
2026-02-10 01:16:00	FC_Transfer		1x B08LG2X98F - Anker PowerBank 20000mAh	DE	PL	INTRA_COMMUNITY	PL		39.99	0.0	39.99	39.99	0.0	39.99	0.0	0.0	0.0	0.0	0.0	39.99	EUR	1.0	0.0	Seller	Seller	12.5		DE	PL	AFN
2026-02-10 01:47:00	Sale	406-6444827-1704191	"7x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	FR	IT	UNION-OSS	IT	IT	987.62	217.28	1204.9	975.35	214.58	1189.93	12.27	2.7	14.97	0.0	0.0	1189.93	EUR	1.0	22.0	Seller	Seller	315.0	ITINV33151X	FR	IT	AFN
2026-02-10 01:56:00	Sale	477-3418073-7494508	12x B08LG2X98F - Anker PowerBank 20000mAh	FR	FR	REGULAR	FR	FR	399.9	79.98	479.88	399.9	79.98	479.88	0.0	0.0	0.0	0.0	0.0	479.88	EUR	1.0	20.0	Seller	Seller	150.0	FR18244571916	FR	FR	AFN
2026-02-10 02:06:00	Refund	406-9459532-5552419	4x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	DE	GB	REGULAR	GB	GB	-425.7	-85.14	-510.84	-422.17	-84.43	-506.6	-3.53	-0.71	-4.24	0.0	0.0	-506.6	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	240.0		DE	GB	AFN
2026-02-10 02:27:00	Sale	403-8736826-4785791	1x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	US	NON-EU-EXPORT	US	US	65.39	0.0	65.39	65.39	0.0	65.39	0.0	0.0	0.0	0.0	0.0	65.39	USD	0.91743	0.0	Seller	Seller	15.0		FR	US	AFN
2026-02-10 02:46:00	Sale	400-6105957-7234563	12x B0932Q6M4B - Apple AirTag (4 Pack)	FR	PL	B2B_INTRA_COMMUNITY	PL	PL	6233.63	0.0	6233.63	6168.96	0.0	6168.96	64.67	0.0	64.67	0.0	0.0	6168.96	PLN	0.23148	0.0	Seller	Seller	576.0	PL9080527714	FR	PL	AFN
2026-02-10 03:08:00	Sale	459-4624952-5171589	3x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	FR	FR	REGULAR	FR	FR	49.98	9.99	59.97	49.98	9.99	59.97	0.0	0.0	0.0	0.0	0.0	59.97	EUR	1.0	20.0	Seller	Seller	15.0		FR	FR	AFN
2026-02-10 03:43:00	FC_Transfer		4x B0932Q6M4B - Apple AirTag (4 Pack)	DE	PL	INTRA_COMMUNITY	PL		476.0	0.0	476.0	476.0	0.0	476.0	0.0	0.0	0.0	0.0	0.0	476.0	EUR	1.0	0.0	Seller	Seller	192.0		DE	PL	AFN
2026-02-10 03:56:00	Sale	415-7137363-8127842	2x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	FR	IT	UNION-OSS	IT	IT	178.69	39.31	218.0	178.69	39.31	218.0	0.0	0.0	0.0	0.0	0.0	218.0	EUR	1.0	22.0	Seller	Seller	70.0		FR	IT	AFN
2026-02-10 04:16:00	Sale	404-9255542-1429055	21x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	FR	PL	B2B_INTRA_COMMUNITY	PL	PL	13517.28	0.0	13517.28	13517.28	0.0	13517.28	0.0	0.0	0.0	0.0	0.0	13517.28	PLN	0.23148	0.0	Seller	Seller	1260.0	PL2605775760	FR	PL	AFN
2026-02-10 04:30:00	Sale	471-2841370-3112748	3x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	FR	PL	UNION-OSS	PL	PL	228.16	52.47	280.63	210.63	48.44	259.07	17.53	4.03	21.56	0.0	0.0	259.07	PLN	0.23148	23.0	Seller	Seller	15.0		FR	PL	AFN
2026-02-10 04:50:00	FC_Transfer		4x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	DE	PL	INTRA_COMMUNITY	PL		436.0	0.0	436.0	436.0	0.0	436.0	0.0	0.0	0.0	0.0	0.0	436.0	EUR	1.0	0.0	Seller	Seller	140.0		DE	PL	AFN
2026-02-10 05:27:00	Sale	431-2461915-4124076	3x B08LG2X98F - Anker PowerBank 20000mAh	DE	ES	UNION-OSS	ES	ES	103.27	21.69	124.96	99.15	20.82	119.97	4.12	0.87	4.99	0.0	0.0	119.97	EUR	1.0	21.0	Seller	Seller	37.5		DE	ES	AFN
2026-02-10 06:23:00	Sale	488-8481302-2430298	2x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	FR	FR	REGULAR	FR	FR	181.67	36.33	218.0	181.67	36.33	218.0	0.0	0.0	0.0	0.0	0.0	218.0	EUR	1.0	20.0	Seller	Seller	70.0		FR	FR	AFN
2026-02-10 06:51:00	Sale	467-1349834-6374467	2x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	FR	IT	UNION-OSS	IT	IT	178.69	39.31	218.0	178.69	39.31	218.0	0.0	0.0	0.0	0.0	0.0	218.0	EUR	1.0	22.0	Seller	Seller	70.0		FR	IT	AFN
2026-02-10 07:43:00	Sale	413-3147298-3686314	3x B08LG2X98F - Anker PowerBank 20000mAh	FR	FR	REGULAR	FR	FR	104.14	20.82	124.96	99.98	19.99	119.97	4.16	0.83	4.99	0.0	0.0	119.97	EUR	1.0	20.0	Seller	Seller	37.5		FR	FR	AFN
2026-02-10 07:52:00	Sale	491-1630258-7970580	3x B08LG2X98F - Anker PowerBank 20000mAh	FR	IT	UNION-OSS	IT	IT	98.34	21.63	119.97	98.34	21.63	119.97	0.0	0.0	0.0	0.0	0.0	119.97	EUR	1.0	22.0	Seller	Seller	37.5		FR	IT	AFN
2026-02-10 07:52:00	FC_Transfer		4x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	ES	INTRA_COMMUNITY	ES		239.96	0.0	239.96	239.96	0.0	239.96	0.0	0.0	0.0	0.0	0.0	239.96	EUR	1.0	0.0	Seller	Seller	60.0		FR	ES	AFN
2026-02-10 08:03:00	Sale	410-2571606-1491638	1x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	DE	GB	REGULAR	GB	GB	14.16	2.83	16.99	14.16	2.83	16.99	0.0	0.0	0.0	0.0	0.0	16.99	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	5.0		DE	GB	AFN
2026-02-10 08:04:00	Sale	452-8656787-3120136	25x B08LG2X98F - Anker PowerBank 20000mAh	FR	PL	B2B_INTRA_COMMUNITY	PL	PL	4383.59	0.0	4383.59	4318.92	0.0	4318.92	64.67	0.0	64.67	0.0	0.0	4318.92	PLN	0.23148	0.0	Seller	Seller	312.5	PL6767042383	FR	PL	AFN
2026-02-10 08:14:00	Refund	443-9667367-1264117	2x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	IT	UNION-OSS	IT	IT	-102.43	-22.54	-124.97	-98.34	-21.64	-119.98	-4.09	-0.9	-4.99	0.0	0.0	-119.98	EUR	1.0	22.0	Seller	Seller	30.0		FR	IT	AFN
2026-02-10 08:22:00	Refund	447-9903803-4472988	10x B0932Q6M4B - Apple AirTag (4 Pack)	FR	DE	B2B_INTRA_COMMUNITY	DE	DE	-1190.0	-0.0	-1190.0	-1190.0	-0.0	-1190.0	-0.0	-0.0	-0.0	0.0	0.0	-1190.0	EUR	1.0	0.0	Seller	Seller	480.0	DE433150772	FR	DE	AFN
2026-02-10 08:40:00	Sale	414-4085874-9722730	"1x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	DE	GB	REGULAR	GB	GB	123.94	24.79	148.73	120.41	24.08	144.49	3.53	0.71	4.24	0.0	0.0	144.49	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	45.0		DE	GB	AFN
2026-02-10 09:18:00	FC_Transfer		3x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	DE	PL	INTRA_COMMUNITY	PL		179.97	0.0	179.97	179.97	0.0	179.97	0.0	0.0	0.0	0.0	0.0	179.97	EUR	1.0	0.0	Seller	Seller	45.0		DE	PL	AFN
2026-02-10 09:49:00	FC_Transfer		1x B0932Q6M4B - Apple AirTag (4 Pack)	DE	PL	INTRA_COMMUNITY	PL		119.0	0.0	119.0	119.0	0.0	119.0	0.0	0.0	0.0	0.0	0.0	119.0	EUR	1.0	0.0	Seller	Seller	48.0		DE	PL	AFN
2026-02-10 10:34:00	Sale	431-6036120-9686416	1x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	PL	PL	REGULAR	PL	PL	540.85	124.39	665.24	523.32	120.36	643.68	17.53	4.03	21.56	0.0	0.0	643.68	PLN	0.23148	23.0	Seller	Seller	60.0		PL	PL	AFN
2026-02-10 10:52:00	Sale	488-6597578-8681771	3x B0932Q6M4B - Apple AirTag (4 Pack)	DE	DE	REGULAR	DE	DE	304.19	57.8	361.99	300.0	57.0	357.0	4.19	0.8	4.99	0.0	0.0	357.0	EUR	1.0	19.0	Seller	Seller	144.0		DE	DE	AFN
2026-02-10 10:59:00	Sale	487-7056400-1669183	4x B0932Q6M4B - Apple AirTag (4 Pack)	FR	GB	REGULAR	GB	GB	337.17	67.43	404.6	337.17	67.43	404.6	0.0	0.0	0.0	0.0	0.0	404.6	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	192.0		FR	GB	AFN
2026-02-10 11:30:00	Refund	450-5372023-2417811	"4x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	FR	IT	UNION-OSS	IT	IT	-561.43	-123.52	-684.95	-557.34	-122.62	-679.96	-4.09	-0.9	-4.99	0.0	0.0	-679.96	EUR	1.0	22.0	Seller	Seller	180.0		FR	IT	AFN
2026-02-10 12:05:00	Sale	435-3285188-3820105	8x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	DE	FR	UNION-OSS	FR	FR	1005.81	201.16	1206.97	993.33	198.67	1192.0	12.48	2.49	14.97	0.0	0.0	1192.0	EUR	1.0	20.0	Seller	Seller	480.0	FRINV29680X	DE	FR	AFN
2026-02-10 12:08:00	Sale	418-2959247-8336156	4x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	DE	DE	REGULAR	DE	DE	71.38	13.57	84.95	67.19	12.77	79.96	4.19	0.8	4.99	0.0	0.0	79.96	EUR	1.0	19.0	Seller	Seller	20.0		DE	DE	AFN
2026-02-10 12:24:00	Refund	476-9975480-5938417	4x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	DE	GB	REGULAR	GB	GB	-425.7	-85.14	-510.84	-422.17	-84.43	-506.6	-3.53	-0.71	-4.24	0.0	0.0	-506.6	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	240.0		DE	GB	AFN
2026-02-10 12:38:00	Sale	476-2540694-3042050	3x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	DE	SE	UNION-OSS	SE	SE	2995.32	748.83	3744.15	2995.32	748.83	3744.15	0.0	0.0	0.0	0.0	0.0	3744.15	SEK	0.08734	25.0	Seller	Seller	105.0		DE	SE	AFN
2026-02-10 12:59:00	Sale	430-8208018-4802358	"1x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	DE	ES	UNION-OSS	ES	ES	144.61	30.37	174.98	140.49	29.5	169.99	4.12	0.87	4.99	0.0	0.0	169.99	EUR	1.0	21.0	Seller	Seller	45.0		DE	ES	AFN
2026-02-10 13:01:00	Refund	446-8472266-8025990	9x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	FR	DE	B2B_INTRA_COMMUNITY	DE	DE	-981.0	-0.0	-981.0	-981.0	-0.0	-981.0	-0.0	-0.0	-0.0	0.0	0.0	-981.0	EUR	1.0	0.0	Seller	Seller	315.0	DE737828532	FR	DE	AFN
2026-02-10 13:47:00	Sale	444-8812659-8005296	4x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	DE	GB	REGULAR	GB	GB	705.5	141.1	846.6	705.5	141.1	846.6	0.0	0.0	0.0	0.0	0.0	846.6	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	380.0		DE	GB	AFN
2026-02-10 14:01:00	Refund	412-7318052-4780232	1x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	DE	GB	REGULAR	GB	GB	-105.54	-21.11	-126.65	-105.54	-21.11	-126.65	-0.0	-0.0	-0.0	0.0	0.0	-126.65	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	60.0		DE	GB	AFN
2026-02-10 15:12:00	FC_Transfer		1x B08LG2X98F - Anker PowerBank 20000mAh	DE	PL	INTRA_COMMUNITY	PL		39.99	0.0	39.99	39.99	0.0	39.99	0.0	0.0	0.0	0.0	0.0	39.99	EUR	1.0	0.0	Seller	Seller	12.5		DE	PL	AFN
2026-02-10 15:18:00	Sale	428-8066682-1188312	11x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	DE	IT	B2B_INTRA_COMMUNITY	IT	IT	1199.0	0.0	1199.0	1199.0	0.0	1199.0	0.0	0.0	0.0	0.0	0.0	1199.0	EUR	1.0	0.0	Seller	Seller	385.0	IT25857392772	DE	IT	AFN
2026-02-10 15:58:00	Sale	404-3589621-2034088	10x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	DE	DE	REGULAR	DE	DE	2092.44	397.56	2490.0	2092.44	397.56	2490.0	0.0	0.0	0.0	0.0	0.0	2490.0	EUR	1.0	19.0	Seller	Seller	950.0	DE642239971	DE	DE	AFN
2026-02-10 16:08:00	Sale	492-4670697-1646673	1x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	US	NON-EU-EXPORT	US	US	70.83	0.0	70.83	65.39	0.0	65.39	5.44	0.0	5.44	0.0	0.0	65.39	USD	0.91743	0.0	Seller	Seller	15.0		FR	US	AFN
2026-02-10 16:18:00	Sale	421-1432587-4062864	3x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	FR	GB	REGULAR	GB	GB	231.62	46.33	277.95	231.62	46.33	277.95	0.0	0.0	0.0	0.0	0.0	277.95	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	105.0		FR	GB	AFN
2026-02-10 16:31:00	Sale	417-9524448-3681467	16x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	DE	DE	REGULAR	DE	DE	1465.55	278.45	1744.0	1465.55	278.45	1744.0	0.0	0.0	0.0	0.0	0.0	1744.0	EUR	1.0	19.0	Seller	Seller	560.0	DE397286733	DE	DE	AFN
2026-02-10 16:56:00	Refund	409-8603346-2590745	1x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	FR	REGULAR	FR	FR	-54.15	-10.83	-64.98	-49.99	-10.0	-59.99	-4.16	-0.83	-4.99	0.0	0.0	-59.99	EUR	1.0	20.0	Seller	Seller	15.0		FR	FR	AFN
2026-02-10 16:58:00	Sale	420-1879768-4340595	4x B08LG2X98F - Anker PowerBank 20000mAh	FR	FR	REGULAR	FR	FR	137.46	27.49	164.95	133.3	26.66	159.96	4.16	0.83	4.99	0.0	0.0	159.96	EUR	1.0	20.0	Seller	Seller	50.0		FR	FR	AFN
2026-02-10 17:14:00	Sale	491-2427532-6847823	21x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	FR	FR	REGULAR	FR	FR	349.83	69.96	419.79	349.83	69.96	419.79	0.0	0.0	0.0	0.0	0.0	419.79	EUR	1.0	20.0	Seller	Seller	105.0	FR31227471545	FR	FR	AFN
2026-02-10 17:36:00	Sale	406-9593658-5857775	4x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	PL	PL	REGULAR	PL	PL	2110.8	485.48	2596.28	2093.27	481.45	2574.72	17.53	4.03	21.56	0.0	0.0	2574.72	PLN	0.23148	23.0	Seller	Seller	240.0		PL	PL	AFN
2026-02-10 17:48:00	Sale	433-8165312-6492804	2x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	FR	REGULAR	FR	FR	99.98	20.0	119.98	99.98	20.0	119.98	0.0	0.0	0.0	0.0	0.0	119.98	EUR	1.0	20.0	Seller	Seller	30.0		FR	FR	AFN
2026-02-10 17:49:00	Refund	452-5311295-3805287	25x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	DE	B2B_INTRA_COMMUNITY	DE	DE	-1499.75	-0.0	-1499.75	-1499.75	-0.0	-1499.75	-0.0	-0.0	-0.0	0.0	0.0	-1499.75	EUR	1.0	0.0	Seller	Seller	375.0	DE937440142	FR	DE	AFN
2026-02-10 17:54:00	Sale	447-4459362-8601016	13x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	FR	DE	B2B_INTRA_COMMUNITY	DE	DE	3237.0	0.0	3237.0	3237.0	0.0	3237.0	0.0	0.0	0.0	0.0	0.0	3237.0	EUR	1.0	0.0	Seller	Seller	1235.0	DE284695475	FR	DE	AFN
2026-02-10 18:25:00	FC_Transfer		"2x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	DE	PL	INTRA_COMMUNITY	PL		339.98	0.0	339.98	339.98	0.0	339.98	0.0	0.0	0.0	0.0	0.0	339.98	EUR	1.0	0.0	Seller	Seller	90.0		DE	PL	AFN
2026-02-10 18:53:00	Sale	475-5039836-3536655	1x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	DE	GB	REGULAR	GB	GB	179.91	35.98	215.89	176.38	35.27	211.65	3.53	0.71	4.24	0.0	0.0	211.65	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	95.0		DE	GB	AFN
2026-02-10 19:28:00	Sale	472-5763615-4343869	"18x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	FR	PL	B2B_INTRA_COMMUNITY	PL	PL	13283.09	0.0	13283.09	13218.42	0.0	13218.42	64.67	0.0	64.67	0.0	0.0	13218.42	PLN	0.23148	0.0	Seller	Seller	810.0	PL6559198876	FR	PL	AFN
2026-02-10 19:30:00	Sale	447-3337642-1321887	9x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	DE	DE	REGULAR	DE	DE	163.76	31.12	194.88	151.18	28.73	179.91	12.58	2.39	14.97	0.0	0.0	179.91	EUR	1.0	19.0	Seller	Seller	45.0	DE300012244	DE	DE	AFN
2026-02-10 19:38:00	Sale	412-4219280-2829542	1x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	DE	ES	UNION-OSS	ES	ES	16.52	3.47	19.99	16.52	3.47	19.99	0.0	0.0	0.0	0.0	0.0	19.99	EUR	1.0	21.0	Seller	Seller	5.0		DE	ES	AFN
2026-02-10 20:10:00	Sale	432-4788257-9390430	3x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	FR	US	NON-EU-EXPORT	US	US	361.87	0.0	361.87	356.43	0.0	356.43	5.44	0.0	5.44	0.0	0.0	356.43	USD	0.91743	0.0	Seller	Seller	105.0		FR	US	AFN
2026-02-10 20:29:00	Refund	401-6787297-5360145	"3x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	FR	IT	UNION-OSS	IT	IT	-422.1	-92.86	-514.96	-418.01	-91.96	-509.97	-4.09	-0.9	-4.99	0.0	0.0	-509.97	EUR	1.0	22.0	Seller	Seller	135.0		FR	IT	AFN
2026-02-10 21:36:00	Sale	436-4776849-2274872	3x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	FR	GB	REGULAR	GB	GB	532.66	106.53	639.19	529.13	105.82	634.95	3.53	0.71	4.24	0.0	0.0	634.95	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	285.0		FR	GB	AFN
2026-02-10 21:53:00	Sale	412-8705665-5985421	4x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	DE	GB	REGULAR	GB	GB	173.5	34.71	208.21	169.97	34.0	203.97	3.53	0.71	4.24	0.0	0.0	203.97	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	60.0		DE	GB	AFN
2026-02-10 21:54:00	Sale	410-8730897-2749268	3x B08LG2X98F - Anker PowerBank 20000mAh	DE	SE	UNION-OSS	SE	SE	1144.64	286.16	1430.8	1098.93	274.73	1373.66	45.71	11.43	57.14	0.0	0.0	1373.66	SEK	0.08734	25.0	Seller	Seller	37.5		DE	SE	AFN
2026-02-10 21:58:00	Refund	491-5544932-9568414	2x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	FR	IT	UNION-OSS	IT	IT	-32.77	-7.21	-39.98	-32.77	-7.21	-39.98	-0.0	-0.0	-0.0	0.0	0.0	-39.98	EUR	1.0	22.0	Seller	Seller	10.0		FR	IT	AFN
2026-02-10 22:45:00	Refund	465-2715083-8399529	3x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	DE	GB	REGULAR	GB	GB	-532.66	-106.53	-639.19	-529.13	-105.82	-634.95	-3.53	-0.71	-4.24	0.0	0.0	-634.95	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	285.0		DE	GB	AFN
2026-02-10 23:31:00	Sale	430-9785610-3972417	1x B08LG2X98F - Anker PowerBank 20000mAh	DE	SE	UNION-OSS	SE	SE	412.02	103.01	515.03	366.31	91.58	457.89	45.71	11.43	57.14	0.0	0.0	457.89	SEK	0.08734	25.0	Seller	Seller	12.5		DE	SE	AFN
2026-02-10 23:37:00	Refund	471-9269961-6177478	4x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	FR	IT	UNION-OSS	IT	IT	-488.52	-107.48	-596.0	-488.52	-107.48	-596.0	-0.0	-0.0	-0.0	0.0	0.0	-596.0	EUR	1.0	22.0	Seller	Seller	240.0		FR	IT	AFN
2026-02-11 00:23:00	Sale	410-8452157-6165027	3x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	FR	FR	REGULAR	FR	FR	272.5	54.5	327.0	272.5	54.5	327.0	0.0	0.0	0.0	0.0	0.0	327.0	EUR	1.0	20.0	Seller	Seller	105.0		FR	FR	AFN
2026-02-11 00:52:00	Sale	430-1652359-6446181	2x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	DE	DE	REGULAR	DE	DE	183.19	34.81	218.0	183.19	34.81	218.0	0.0	0.0	0.0	0.0	0.0	218.0	EUR	1.0	19.0	Seller	Seller	70.0		DE	DE	AFN
2026-02-11 00:53:00	Refund	479-3643177-6298679	22x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	FR	DE	B2B_INTRA_COMMUNITY	DE	DE	-5478.0	-0.0	-5478.0	-5478.0	-0.0	-5478.0	-0.0	-0.0	-0.0	0.0	0.0	-5478.0	EUR	1.0	0.0	Seller	Seller	2090.0	DE638622577	FR	DE	AFN
